Gene,Wtrep1,Wtrep2,Wtrep3,Kocna1rep1,Kocna1rep2,Kocrz1rep1,Kocrz1rep2,Kocrz1rep3,pmc1005,pmc1006,pmc1007,Wtpmc1008,Wtpmc1009,Wtpmc1010
CNAG_00402,4911,8409,8223,8734,7176,3800,11856,7930,37,109,114,95,63,72
CNAG_00403,511,1244,774,1468,1060,411,1704,1053,2,3,7,2,0,0
CNAG_00404,563,958,944,1053,722,398,923,736,8,14,21,8,16,9
CNAG_00405,735,1536,1355,1757,1258,504,1788,1273,11,31,30,22,10,19
CNAG_00406,8,73,23,57,47,12,84,48,2,7,11,4,2,10
CNAG_00407,26393,20145,35760,1381,1438,1886,5387,3615,186,502,561,537,406,462
CNAG_00408,1619,1406,1642,1870,1275,1063,2370,1743,26,96,100,45,30,56
CNAG_00409,4767,5278,5891,5647,4343,3161,8058,5780,27,53,71,34,27,25
CNAG_00410,2719,5210,4291,4700,3781,2224,6578,4497,16,44,52,40,30,41
CNAG_00411,1972,2729,2396,2543,1852,1393,3421,2321,16,36,51,25,43,37
CNAG_00412,116,142,78,185,124,104,193,165,1,0,0,1,1,1
CNAG_00413,2690,3085,3200,2177,2852,3525,6887,4422,18,33,52,75,46,64
CNAG_00414,803,1080,1132,802,737,785,1531,1239,4,9,5,4,4,9
CNAG_00415,346,905,747,860,668,482,1136,745,7,18,18,6,7,11
CNAG_00416,220,288,240,198,192,231,340,292,2,1,2,1,1,3
CNAG_00417,3459,10097,7163,10507,9011,3767,13731,8210,66,267,335,491,378,507
CNAG_00418,645,1515,1530,1408,942,734,1786,1238,113,313,401,530,344,472
CNAG_00419,122,170,131,167,91,71,176,149,1,3,1,0,2,0
CNAG_00420,1631,991,1166,930,631,937,1002,802,2,21,22,14,10,15
CNAG_00421,2752,1602,2340,1724,1379,2600,2996,2440,9,19,20,8,5,8
CNAG_00422,895,2101,1540,2226,1743,1132,3152,2207,7,19,19,20,12,17
CNAG_00423,51,161,68,142,98,34,212,115,4,7,10,9,4,8
CNAG_00424,993,1222,1114,1387,982,886,1738,1005,6,13,23,17,18,18
CNAG_00425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_00426,2355,2790,2686,3530,2129,1789,3405,2268,17,52,46,20,19,21
CNAG_00427,3106,2209,2101,2275,1434,2677,2576,2075,17,45,60,42,26,33
CNAG_00428,362,796,653,1014,647,297,904,650,2,11,18,10,11,11
CNAG_00429,26,57,54,48,32,30,91,58,1,3,0,2,4,3
CNAG_00430,77,216,189,162,118,78,229,176,5,8,5,6,5,11
CNAG_00433,477,382,354,503,334,398,444,342,3,20,18,16,19,23
CNAG_00434,3183,1472,1509,1760,1210,3065,1981,1602,6,14,15,11,10,14
CNAG_00435,359,563,549,601,429,271,695,552,1,3,3,4,4,3
CNAG_00436,8318,8728,10456,7737,5846,4535,8530,7216,14,34,39,15,10,12
CNAG_00437,380,469,657,524,309,274,582,479,6,19,27,14,7,6
CNAG_00438,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CNAG_00439,1357,2964,2111,3285,2631,1357,4297,2807,5,7,12,4,5,13
CNAG_00440,2466,1384,1486,1405,1145,1913,2037,1882,3,3,3,4,1,7
CNAG_00441,5205,14605,14918,12461,8704,3691,16860,11099,114,320,363,446,326,456
CNAG_00442,619,1516,1235,1774,1565,880,3200,2408,12,29,31,48,40,63
CNAG_00443,206,255,323,616,421,265,536,499,5,5,10,5,11,7
CNAG_00444,775,596,653,602,501,666,854,706,1,6,5,2,3,6
CNAG_00445,4096,2820,4004,1971,1709,3187,4668,3369,7,22,25,24,24,39
CNAG_00446,27,29,13,19,6,21,29,19,0,0,0,1,0,0
CNAG_00447,2854,13928,12437,16970,12960,3157,20743,13918,17,47,51,46,39,50
CNAG_00448,8834,6257,6381,7115,4923,6653,8795,6531,16,75,67,47,46,57
CNAG_00449,167,607,455,773,490,204,804,632,18,43,48,68,45,71
CNAG_00450,1626,4259,2821,4532,3139,1595,6405,3284,16,59,77,63,54,62
CNAG_00451,427,752,497,887,632,427,860,629,4,7,7,8,6,11
CNAG_00452,115,140,134,133,116,132,195,173,0,4,3,3,0,0
CNAG_00453,14426,6282,8367,3061,3655,12348,11170,6591,42,162,187,126,106,113
CNAG_00454,1087,460,419,130,182,977,665,508,3,5,5,4,1,1
CNAG_00455,445,954,1194,1194,1026,531,1496,1137,19,62,70,69,62,64
CNAG_00456,6638,5363,7885,8341,6082,6494,9186,7694,74,186,213,302,247,307
CNAG_00457,11078,25719,21605,25154,18367,9104,29210,17024,213,689,745,655,539,692
CNAG_00458,1169,1923,1700,2543,1811,816,2003,1448,21,38,61,40,44,46
CNAG_00460,727,1524,1198,2000,1310,696,1650,1151,3,12,8,6,15,7
CNAG_00461,5437,9605,11020,10415,8569,5032,14019,10531,24,77,81,31,37,34
CNAG_00462,1238,3231,1731,2434,2362,1456,4253,2497,6,21,18,104,75,92
CNAG_00463,0,2,0,0,1,1,0,0,0,0,0,0,0,0
CNAG_00464,1892,5224,3537,5016,4403,1747,6446,3926,33,96,95,67,74,83
CNAG_00465,26232,8296,17983,6779,5514,11359,14028,12042,39,167,255,111,107,107
CNAG_00466,949,903,1027,928,739,797,1298,896,1,7,12,5,3,8
CNAG_00467,350,509,458,712,394,285,806,468,3,19,19,6,7,7
CNAG_00468,2468,3695,3133,4316,3223,2355,5834,3694,13,47,35,14,19,23
CNAG_00469,949,1863,1730,1862,1327,808,2717,1663,12,45,46,28,14,38
CNAG_00470,3266,1383,1672,1586,1158,2609,2080,1555,4,4,3,3,4,10
CNAG_00471,1522,1873,1913,2716,1961,1174,2773,2042,5,24,26,21,25,24
CNAG_00472,2161,2042,2332,2416,1680,1106,2007,1776,8,11,28,10,2,3
CNAG_00473,4296,3086,3534,4274,2845,2395,3930,3078,4,22,19,10,9,12
CNAG_00474,4548,1826,3423,32136,9381,7733,3244,5278,17,45,54,30,36,36
CNAG_00475,733,1669,1480,1464,1108,868,2566,1946,15,43,24,34,26,37
CNAG_00476,48,70,71,121,37,46,73,119,1,2,1,1,0,0
CNAG_00480,1392,1641,1478,1293,1196,825,2462,1441,1,7,15,17,24,29
CNAG_00481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_00482,3075,7050,4869,12641,8297,2767,10698,5680,22,79,52,37,46,35
CNAG_00483,16056,36613,32564,41877,26717,13131,47161,27398,154,417,495,364,268,333
CNAG_00484,5316,2171,2691,2228,1569,5212,3959,3187,6,7,8,7,6,6
CNAG_00485,34917,9413,17012,2212,2129,5967,5956,3496,25,64,66,29,25,23
CNAG_00486,1561,1860,2083,2402,1712,1486,3207,2301,10,22,19,21,22,19
CNAG_00487,30,31,31,52,40,30,65,49,0,2,4,1,4,2
CNAG_00488,789,1074,1126,1616,1154,992,2339,2196,3,10,15,3,1,1
CNAG_00490,2899,2205,1603,2098,1951,2004,3301,2321,4,21,16,29,20,29
CNAG_00491,1904,1433,1885,1599,1356,1665,2401,1970,11,26,36,16,13,20
CNAG_00492,185,117,135,169,83,157,152,145,0,3,4,4,3,3
CNAG_00493,866,1752,1808,1905,1337,662,2229,1614,15,33,27,15,26,11
CNAG_00495,1114,819,698,1074,612,828,889,655,2,10,14,19,8,13
CNAG_00496,4889,2464,3005,1968,1628,2675,3120,2666,5,11,14,1,4,7
CNAG_00497,3172,6238,4301,5005,4524,2550,7721,4783,17,38,35,38,39,37
CNAG_00498,354,1111,638,891,696,215,886,616,6,27,26,1,2,10
CNAG_00499,629,954,677,1115,810,426,1226,722,2,25,21,15,23,11
CNAG_00500,2012,2921,2813,3226,1942,1373,3304,2064,31,109,99,42,31,49
CNAG_00501,58,258,184,370,236,49,285,255,0,6,2,2,1,1
CNAG_00502,650,998,1036,1286,856,511,1611,1071,4,5,4,4,10,1
CNAG_00503,4536,3808,5584,5684,4215,3128,5078,5002,31,102,113,40,39,41
CNAG_00504,1521,1849,1848,2189,1703,1547,2543,1892,10,15,12,12,19,10
CNAG_00505,524,1161,1340,1490,1171,748,1736,1694,11,27,35,16,12,24
CNAG_00506,121,475,303,501,359,66,568,377,4,0,2,3,6,9
CNAG_00507,9,29,26,35,20,22,25,16,2,4,3,1,1,2
CNAG_00508,1116,3439,2803,3132,2306,1141,3904,2578,18,44,39,24,16,24
CNAG_00509,2277,4454,3971,5499,3611,2291,6946,3796,25,58,75,103,76,114
CNAG_00510,1165,1346,1542,1479,1009,993,2039,1461,3,5,7,16,10,13
CNAG_00511,262,191,298,303,157,254,267,288,0,3,0,0,3,5
CNAG_00512,1164,3196,2889,2959,2258,1448,4276,2870,11,28,21,47,17,34
CNAG_00513,216,546,502,624,468,352,712,528,9,32,28,58,46,60
CNAG_00514,923,1517,1469,1336,1242,723,2037,1478,4,12,15,11,11,10
CNAG_00515,1499,1088,1240,705,489,804,909,734,16,40,37,11,10,12
CNAG_00516,830,851,719,982,700,1015,1404,1173,3,9,8,1,0,1
CNAG_00517,6984,3392,3712,4567,3186,4744,4678,3962,14,35,42,29,20,30
CNAG_00519,5269,767,3985,474,343,4725,3430,3559,26,65,63,22,19,20
CNAG_00520,3329,10017,9122,10496,7858,3158,13656,9491,31,60,72,86,46,74
CNAG_00521,5122,5114,6161,5298,3663,3776,7517,5410,29,58,73,34,26,19
CNAG_00522,10958,8891,8590,3741,4314,5732,13681,7890,6,38,28,69,46,48
CNAG_00523,444,994,739,988,684,299,1348,786,4,16,19,13,9,9
CNAG_00524,3418,5081,5069,2792,1952,1747,5861,3715,12,39,51,17,17,21
CNAG_00525,791,1687,1320,2233,1776,903,2226,1547,12,41,45,20,24,20
CNAG_00526,26,16,16,8,6,14,19,11,1,1,0,0,0,0
CNAG_00527,1247,2704,2260,2720,2460,1247,3866,2400,13,64,46,50,39,47
CNAG_00528,1655,1850,1853,2198,1745,1369,2709,1919,5,20,18,11,3,14
CNAG_00529,179,198,189,304,185,150,234,212,1,1,1,1,1,2
CNAG_00531,5425,7441,9834,11828,9920,6754,15060,12631,41,135,178,142,88,157
CNAG_00532,726,1004,929,1228,905,796,1134,1045,12,25,34,30,21,42
CNAG_00533,1812,3372,3021,4799,3702,1704,5168,3528,24,47,51,43,33,37
CNAG_00534,14638,10493,11914,9957,7667,11839,14335,11384,19,94,106,91,75,93
CNAG_00535,1211,2025,2050,2717,1672,1165,3266,1891,19,43,48,36,35,37
CNAG_00536,8621,3746,4303,4005,2890,8472,5129,4378,11,29,49,57,42,58
CNAG_00537,1447,3417,2103,4276,2867,1046,4281,2453,10,33,43,13,19,18
CNAG_00538,3056,1545,1734,1911,1445,2594,2238,1829,9,24,39,42,30,36
CNAG_00539,5884,1092,1920,1201,1516,7385,4097,2757,6,11,9,31,35,54
CNAG_00540,40,64,68,32,37,48,152,81,0,0,0,0,0,0
CNAG_00541,193,427,362,387,313,171,675,509,8,24,22,7,12,9
CNAG_00542,480,571,589,685,435,421,689,632,3,8,17,9,11,8
CNAG_00543,7442,5861,6570,9234,5725,3962,6338,4370,14,21,32,9,13,15
CNAG_00544,398,399,402,590,356,371,550,476,1,8,10,12,7,6
CNAG_00545,1521,2709,2552,2188,2143,1152,3181,2306,10,29,31,23,15,24
CNAG_00546,3211,7910,6906,1435,994,510,1416,1028,34,122,128,69,54,55
CNAG_00547,2525,7730,6261,5149,4346,1696,5824,4834,27,82,84,78,72,97
CNAG_00549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_00550,291,402,329,1165,805,293,498,438,7,17,24,10,6,11
CNAG_00551,2896,6165,6004,8577,6910,2738,9324,6879,18,61,62,46,37,47
CNAG_00554,1220,1622,1470,1419,1198,948,2481,1506,4,11,11,8,9,6
CNAG_00555,1928,1997,1941,1978,1559,1907,3179,2835,7,6,21,21,11,17
CNAG_00556,2950,5707,4868,6832,4765,2658,7126,4919,41,86,93,73,48,64
CNAG_00557,1351,2593,2386,3332,1827,958,3675,2075,15,37,59,37,25,38
CNAG_00558,979,2690,2076,3158,2445,843,3178,2154,16,40,28,50,38,52
CNAG_00559,3830,2069,2909,3264,2660,3649,4159,3514,7,12,18,25,23,31
CNAG_00560,10380,6843,6916,8787,5377,12237,10656,6757,14,64,77,45,33,39
CNAG_00561,3207,2645,2479,2683,2144,2981,3918,2983,12,27,34,28,21,22
CNAG_00562,1777,2250,2331,2549,1994,1642,2966,2266,11,24,30,24,16,24
CNAG_00563,1927,1775,1773,2659,1755,1660,3142,2194,2,11,14,9,5,8
CNAG_00564,937,1427,1195,1429,1027,843,2225,1582,3,7,7,11,9,7
CNAG_00565,29673,29044,42503,40795,28174,32611,41580,36083,73,195,251,72,77,87
CNAG_00566,2539,2994,3475,2895,2546,2312,4747,3662,2,6,9,9,5,6
CNAG_00567,1655,1216,1185,1312,923,1143,1721,1262,10,13,18,21,17,23
CNAG_00568,425,232,490,384,240,346,362,476,0,1,3,0,2,1
CNAG_00569,5249,3398,3845,4969,3547,4258,4683,3791,5,24,23,27,26,26
CNAG_00570,7485,8945,9368,7326,6044,5260,12046,7500,21,70,95,52,42,44
CNAG_00571,275,647,557,653,480,348,741,613,1,1,2,0,3,1
CNAG_00572,1929,2716,3327,2051,1570,1399,2760,2336,21,60,74,30,18,27
CNAG_00573,1265,2455,2299,4233,2578,1064,3800,2257,19,59,63,85,63,70
CNAG_00574,1954,2602,2583,2830,2303,1746,3425,2697,7,26,24,13,14,23
CNAG_00575,8952,9915,9611,2996,2535,4913,17553,11282,4,5,5,27,25,41
CNAG_00576,2692,3041,3658,3073,2321,2117,4492,3887,6,23,20,17,16,24
CNAG_00577,909,939,966,1007,706,704,1338,999,2,14,16,12,7,9
CNAG_00580,2260,3671,3798,3519,2739,2812,4531,4089,19,39,61,51,38,54
CNAG_00581,40577,25137,40969,44041,29017,25413,41320,33536,280,863,930,441,334,445
CNAG_00582,5400,2790,3452,3101,2263,4550,4024,3332,16,40,52,58,49,83
CNAG_00583,7110,7821,9012,6568,5426,3902,8393,6377,26,88,75,29,27,32
CNAG_00584,21247,16303,19087,15647,11389,17474,23376,18304,54,189,203,243,157,229
CNAG_00585,52,37,47,34,45,62,65,40,3,3,3,3,5,8
CNAG_00586,10856,2426,8470,595,433,1317,1148,1164,23,77,110,7,5,14
CNAG_00587,739,832,599,105,69,58,123,142,2,6,5,3,7,12
CNAG_00588,18254,17963,19691,288,179,366,532,438,5,12,19,63,55,67
CNAG_00589,712,1764,1666,2329,1590,658,2640,1496,6,33,31,30,32,24
CNAG_00590,815,2127,1694,2175,1919,883,2984,2283,8,31,33,39,33,33
CNAG_00591,21,12,28,9,5,30,26,18,0,0,0,0,0,3
CNAG_00592,1016,1103,1298,1479,975,913,1808,1390,2,19,21,9,10,3
CNAG_00593,370,491,527,523,408,277,712,554,4,17,12,15,19,22
CNAG_00594,1273,1890,2112,2312,1983,1037,2344,1954,27,77,91,59,45,58
CNAG_00595,4169,1795,1972,975,745,2740,2390,1783,2,3,8,5,9,5
CNAG_00596,1165,706,805,660,532,512,608,490,10,28,42,4,4,5
CNAG_00597,24,104,28,16,34,5,58,28,0,3,0,5,5,8
CNAG_00598,126,151,142,133,97,131,256,201,5,10,15,7,6,2
CNAG_00599,576,1185,930,1416,889,457,1726,1117,4,22,25,30,22,37
CNAG_00600,776,2897,2090,4575,2971,788,4253,2813,14,57,68,81,61,74
CNAG_00601,47,117,107,364,234,69,136,128,4,4,10,4,2,3
CNAG_00602,445,906,814,1046,834,457,1340,983,3,9,12,10,14,7
CNAG_00603,311,715,768,756,501,233,911,720,10,27,32,67,52,54
CNAG_00604,808,1137,1399,1361,989,647,1509,1235,7,17,15,10,15,11
CNAG_00605,8731,11693,13132,8726,6248,5377,20763,12336,4,16,30,80,43,53
CNAG_00606,1733,2928,2300,2722,2086,1063,3771,2430,15,32,40,15,14,19
CNAG_00607,182,735,636,953,536,334,932,743,6,17,30,42,23,29
CNAG_00608,250,698,491,749,618,304,1036,703,2,14,10,16,17,19
CNAG_00609,784,1694,1664,1494,1054,830,2626,2021,7,19,20,29,35,38
CNAG_00612,785,1843,1750,2036,1591,824,2578,1681,5,10,7,5,4,7
CNAG_00613,62,49,66,53,50,89,71,50,4,2,13,33,17,19
CNAG_00614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_00615,224,428,363,671,307,141,486,316,2,7,10,4,6,8
CNAG_00619,674,799,716,901,642,473,1106,683,6,13,10,15,5,6
CNAG_00622,1661,6315,3496,5463,4343,1383,7061,3816,14,61,58,48,30,55
CNAG_00623,807,1825,1064,2416,1696,578,2222,1223,10,11,15,13,11,15
CNAG_00624,7690,2831,2897,3559,2461,7249,4013,3228,13,46,29,24,20,18
CNAG_00625,4050,6271,6718,6510,5462,3508,8897,6823,11,21,26,20,19,15
CNAG_00626,22467,30229,27146,29111,18918,16544,43781,24632,26,86,121,174,120,167
CNAG_00627,90,176,150,380,252,133,297,214,0,0,4,0,0,1
CNAG_00628,752,512,476,572,476,618,771,598,2,6,6,9,5,10
CNAG_00632,817,2266,2367,2313,1346,288,1792,1229,55,124,158,71,41,70
CNAG_00633,597,1915,1524,2003,1584,775,2352,1687,16,15,30,39,30,38
CNAG_00634,1217,3529,3219,3232,2704,1204,4173,2775,15,44,68,24,29,34
CNAG_00635,1283,3225,2417,3740,2967,1330,4366,2809,18,50,64,47,38,63
CNAG_00636,798,1716,1364,2124,1898,629,2226,1677,8,19,16,11,11,11
CNAG_00637,5923,5019,7271,4429,3344,4337,7076,5228,12,52,55,19,21,26
CNAG_00638,6186,5930,6455,4921,4324,4986,9920,6652,5,15,17,12,7,13
CNAG_00639,881,475,568,697,524,478,631,418,25,87,95,22,17,24
CNAG_00640,5532,25452,18139,23276,20233,8423,35403,19817,114,571,666,1124,708,1008
CNAG_00641,1837,3796,2787,4132,3304,1855,5297,3604,21,45,54,43,45,47
CNAG_00642,225,1418,835,1412,1285,219,1442,1099,8,13,3,11,4,9
CNAG_00643,1872,1775,2126,1475,1290,1812,2511,2203,4,8,15,19,19,27
CNAG_00644,962,1143,1373,1565,998,642,1607,1075,14,26,30,33,24,35
CNAG_00645,822,984,1073,986,619,601,1198,815,13,17,16,29,18,24
CNAG_00647,1939,2312,3225,1370,741,208,737,535,33,93,111,58,35,57
CNAG_00648,4781,3046,4413,2653,2018,2810,3467,2673,28,65,97,32,18,34
CNAG_00649,2238,6633,3814,4523,3483,1555,5915,3356,39,90,117,126,82,125
CNAG_00650,769,1306,1073,2164,1273,489,1401,966,9,23,43,15,14,13
CNAG_00651,265,520,359,841,596,224,710,393,7,16,11,3,3,4
CNAG_00652,4135,3993,4589,5614,3390,1856,3398,2975,24,54,69,26,24,29
CNAG_00653,60,206,149,320,188,55,182,122,1,11,10,4,6,2
CNAG_00654,661,776,712,828,594,560,1206,666,3,14,12,25,11,20
CNAG_00655,4045,9984,7003,9380,7446,4911,13621,7289,108,390,565,730,432,669
CNAG_00656,2632,12771,7618,12696,10070,3373,17377,8306,95,253,382,641,446,583
CNAG_00657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_00658,659,1143,855,1204,733,432,1229,896,2,11,20,7,6,9
CNAG_00659,249,239,223,265,167,200,329,202,2,4,2,2,2,4
CNAG_00660,416,826,646,1226,607,244,1108,694,5,15,10,8,7,7
CNAG_00661,389,1145,632,1355,910,364,1359,917,3,14,8,12,5,4
CNAG_00662,1061,1087,1338,1508,1174,1003,1930,1310,4,24,18,14,17,31
CNAG_00663,17098,7887,11249,4768,3656,5267,4157,3107,60,145,165,58,43,53
CNAG_00664,70,126,71,114,80,10,94,58,0,5,3,2,1,0
CNAG_00665,2434,4214,3524,4117,3165,1958,5815,3661,12,44,45,46,35,43
CNAG_00666,683,2700,1841,2087,1829,652,3252,2145,13,41,56,77,66,59
CNAG_00667,1138,1900,1569,2303,1670,879,2601,1598,7,34,33,26,12,15
CNAG_00668,14196,14052,17039,7079,5642,3715,6094,4528,187,503,569,280,207,262
CNAG_00669,756,880,730,625,424,342,643,407,4,6,17,38,25,30
CNAG_00670,90,442,253,390,331,67,430,279,3,3,10,10,11,3
CNAG_00671,1397,2632,2206,2679,2160,1333,4117,2640,16,41,32,23,22,18
CNAG_00672,6674,9256,7826,7892,5497,9009,12419,7242,63,227,271,508,336,450
CNAG_00673,9311,7702,9445,6802,5344,6373,8912,6856,15,44,35,13,15,18
CNAG_00674,1024,1698,1485,3024,2286,632,2164,1609,4,13,20,32,32,28
CNAG_00675,3444,2429,2681,3160,2232,3119,3361,2813,7,31,35,45,24,43
CNAG_00676,6409,2498,2666,2124,1688,3862,3317,2645,6,17,22,11,9,11
CNAG_00677,456,657,211,590,484,360,791,524,3,8,3,4,3,8
CNAG_00678,3590,6890,6287,6712,5017,3344,10109,6124,41,98,108,87,53,77
CNAG_00679,2429,805,1275,1076,661,2109,1179,1277,12,58,42,17,13,23
CNAG_00680,301,427,152,367,267,457,631,418,4,12,12,13,5,12
CNAG_00681,140,274,93,324,244,196,531,451,2,4,8,1,1,2
CNAG_00682,4709,7677,8016,6824,5389,3013,8905,6152,31,59,61,41,28,35
CNAG_00683,1442,1999,1710,2360,1693,887,2487,1670,8,27,35,20,17,30
CNAG_00684,3853,4993,4373,4934,3511,2861,7510,4408,18,43,59,73,76,90
CNAG_00685,2645,4420,4330,4642,3998,2125,6255,4042,18,65,71,40,30,44
CNAG_00686,26987,24182,28949,24436,19828,16873,47264,27403,32,99,96,160,127,169
CNAG_00687,152,406,264,374,316,191,592,404,4,7,10,12,11,13
CNAG_00688,2477,1176,1245,1620,1046,2401,1748,1426,3,18,32,15,19,18
CNAG_00689,2483,1969,2012,2278,1547,2291,3051,2479,10,27,32,17,16,20
CNAG_00690,4834,2905,2930,2667,2306,4838,4004,3330,7,21,29,24,15,16
CNAG_00691,13331,7621,11909,2322,1579,717,1747,1223,23,60,71,13,18,24
CNAG_00692,2618,2078,3633,1544,1069,783,1312,1187,8,8,15,3,2,2
CNAG_00693,781,2327,1626,2537,1793,733,2773,1650,8,17,26,17,13,26
CNAG_00694,7269,7852,8154,7905,6309,6121,10377,7931,19,81,76,62,43,62
CNAG_00695,1268,2276,2194,2357,1715,926,2970,2146,4,23,28,22,17,14
CNAG_00696,23828,8344,11666,8439,6947,13452,10685,9175,17,37,42,18,14,24
CNAG_00697,1578,2792,1992,4232,3310,1327,3922,2309,9,36,37,47,30,47
CNAG_00698,4028,2660,2956,3601,2708,3020,3714,3143,22,39,33,37,36,33
CNAG_00699,169,605,456,1123,1166,182,1017,812,5,18,12,48,51,43
CNAG_00700,1608,4225,2875,3479,2623,1491,4640,2930,22,81,95,207,138,151
CNAG_00701,1210,2960,2882,3940,3315,1498,5301,3998,18,34,41,49,35,53
CNAG_00702,1203,1978,1626,2061,1486,1012,2511,1835,28,96,106,176,120,185
CNAG_00703,3108,9914,8581,10338,7053,5195,14514,7705,50,166,222,328,207,335
CNAG_00704,1033,2350,1944,2058,1901,1219,3219,2188,11,18,45,19,13,19
CNAG_00705,9646,4942,5496,5444,4352,8664,7535,5873,11,36,60,47,25,36
CNAG_00706,141,659,554,797,561,125,903,637,13,19,27,42,31,47
CNAG_00707,960,1504,1184,972,755,777,2167,1605,22,54,56,107,82,103
CNAG_00708,2702,2961,2955,3274,2334,2134,4298,3330,19,43,49,32,29,44
CNAG_00709,272,962,548,1293,771,280,1344,818,2,7,7,13,6,11
CNAG_00710,1568,1927,1712,1784,1417,1374,3087,2064,6,9,6,7,3,10
CNAG_00711,7204,3420,5024,2853,1996,4315,4157,3379,12,48,79,63,65,69
CNAG_00712,1126,1387,1655,1739,1197,884,2093,1430,8,12,16,19,12,21
CNAG_00713,2977,3566,3460,4271,3013,1749,4676,2789,16,49,44,31,19,29
CNAG_00714,1913,1090,1267,1227,938,2445,1688,1329,3,23,24,12,6,6
CNAG_00715,4849,2702,2932,2700,2058,3673,3535,2710,10,34,41,55,30,33
CNAG_00716,28561,23360,26133,28502,21140,32286,41238,27348,60,251,245,638,418,623
CNAG_00717,1945,2413,2490,2556,1879,1041,2679,1646,13,40,23,13,19,15
CNAG_00718,284,1030,619,1412,967,251,1179,754,9,34,30,29,21,21
CNAG_00719,634,1089,1225,1481,940,622,1250,932,41,65,71,90,66,63
CNAG_00720,674,1971,1726,3196,2014,673,3055,1754,18,57,84,38,20,35
CNAG_00721,909,1645,1297,2451,1768,1024,2292,1484,12,52,52,88,62,112
CNAG_00722,1928,2161,2033,2135,1603,2135,2889,2107,2,24,16,36,19,29
CNAG_00723,307,560,577,824,556,277,742,578,2,8,8,5,2,3
CNAG_00726,2,1,0,4,0,3,0,1,0,0,1,0,0,0
CNAG_00727,2512,2499,2446,1226,1367,2591,6561,3589,15,44,59,15,10,17
CNAG_00728,738,481,530,675,605,683,781,776,0,2,6,8,5,7
CNAG_00729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_00730,1282,5376,3917,7444,5597,1160,4195,2883,30,58,83,102,72,95
CNAG_00732,2968,2566,2867,3037,2395,2097,3894,2976,14,46,46,60,46,46
CNAG_00733,571,1697,1528,1870,1374,632,2302,1772,10,12,27,36,21,20
CNAG_00734,182,420,323,513,402,201,541,389,2,10,11,8,4,5
CNAG_00735,614,741,564,822,1002,828,1301,831,3,11,12,18,21,36
CNAG_00736,1669,2530,2173,2422,1761,1221,3170,2173,4,17,26,3,12,11
CNAG_00737,664,1182,995,1596,1104,545,1740,1267,7,17,23,26,18,17
CNAG_00738,201,420,440,623,287,182,376,408,1,1,0,1,1,1
CNAG_00739,4326,2750,3073,3415,2532,3872,4309,3263,9,19,23,24,17,14
CNAG_00740,910,2261,2077,2180,1666,925,2442,1794,15,42,48,25,16,19
CNAG_00741,4948,10455,8978,18773,13418,5661,18621,10721,48,232,279,175,119,189
CNAG_00742,1119,2523,2356,3531,2284,881,3092,2139,10,31,26,25,21,21
CNAG_00743,777,2162,1508,1794,1494,743,2486,1695,25,61,71,91,69,85
CNAG_00744,690,1196,1027,1490,1380,392,1310,1011,10,23,28,26,24,20
CNAG_00745,2818,6369,3685,7495,5876,1433,7457,3993,25,87,117,80,81,59
CNAG_00746,1088,3493,2404,4985,3873,1279,5407,3133,29,89,85,113,87,99
CNAG_00747,3209,4274,4056,6714,4075,3226,7553,4582,51,149,171,167,101,156
CNAG_00748,281,661,620,713,521,182,813,628,4,11,11,11,7,5
CNAG_00749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_00750,8432,2954,3970,2405,1678,10271,4000,3912,7,18,12,22,4,14
CNAG_00751,17,88,71,164,93,73,129,147,0,0,0,1,0,0
CNAG_00752,442,889,932,823,769,494,1283,1255,0,0,2,3,0,4
CNAG_00753,1655,3581,2561,3712,3323,1587,4327,2894,10,20,13,9,8,11
CNAG_00754,1498,3899,3458,4840,3801,1806,5242,3809,31,109,108,170,118,141
CNAG_00755,511,886,1005,976,812,413,1175,1047,5,10,11,9,6,13
CNAG_00756,3921,1574,1794,1541,1121,5658,2407,2054,8,14,15,8,6,7
CNAG_00757,1925,2786,2512,2529,2132,1747,3613,2776,11,30,31,13,14,11
CNAG_00758,445,899,755,2691,1468,381,1258,951,4,12,16,11,14,16
CNAG_00759,49,51,88,115,63,26,60,61,1,0,3,1,1,0
CNAG_00760,1176,1806,1580,2199,1487,883,2415,1521,10,23,32,16,19,37
CNAG_00761,3311,2336,2777,2872,1760,2665,3460,2714,4,29,34,17,9,20
CNAG_00762,116,402,371,602,425,183,608,505,17,31,35,41,27,41
CNAG_00764,263,727,694,1241,989,330,1096,944,10,40,31,49,39,60
CNAG_00765,1000,2575,2473,4760,2959,766,2275,2069,5,10,13,10,11,16
CNAG_00766,3203,3295,3377,2804,2569,2538,5645,3537,8,20,25,22,9,14
CNAG_00768,3572,3581,4417,5158,2998,2624,4179,3435,19,48,59,21,16,25
